tx_title,phrase_id,v,sentence,translation
Comentario-violencia,T29_P220,chup,"I qayolj ta' xchup,+","Y nuestro idioma no se apagó, (no se extinguió)"
Comentario-violencia,T29_P242,b'it,r-ee uj ko... b'itik qayolj.+,Para que nosotros levantemos nuestro idioma.
Comentario-violencia,T29_P248,t'o',"oj t'o' taq tqab'it juwich qayolj, qayolj.+",Que nos ayuden a levantar nuestro idioma.
Comentario-violencia,T29_P263,chup,xij taq ke tichupi' ch'ab'el.+,Asi como dijeron que se terminaría la religión.
Comentario-violencia,T29_P267,taw,"Sub' laj k'iy qawinaq titaw taq laj chótix,+",Mucho de nuestra gente llegan a la iglesia.
Comentario-violencia,T29_P277,k'ut,Por ke tkutuni'n ke oji' natural.+,Por que se ve que somos naturales.
Comentario-violencia,T29_P297,b'an,"Chi jk'utik ri' li sub' laj nim laj utziil tb'ensaj r-ee,+",Enseñarlo eso sería un gran veneficio que se le hace.
Comentario-violencia,T29_P308,b'an,"Wi' mas chaak tb'an,+",Hay mucho trabajo por hacer.
Comentario-violencia,T29_P338,kuxta,I Aj ri' lojori tikuxtaj qawi'l+,Asta ahora que nos recordamos.
Comentario-violencia,T29_P340,kuxta,"ri, ri, ri, ri loq'laj eskwel aj ri' tkuxtaj qawi'l.+",La santa escuela asta ahora nos recordamos de el.
Comentario-violencia,T29_P376,tijo,"Pero oj tijoj,+",Pero si nos enseñan.
Comentario-violencia,T29_P377,tantyar,oj kwini'n qes tinb'an tantiyar iin.+,Podemos digo yo.
Comentario-violencia,T29_P379,tijon,per wi' neen oj tijon.+,Pero que aya quien nos enseñe.
Comentario-violencia,T29_P380,k'am,Per rejwexi' ajk'amol taq qab'ee.+,Pero es necesario que tengamos un dirigente. (un güía)
Comentario-violencia,T29_P404,b'it,"Porke r-ee tb'it jun kitz qano'j,+",Para que se levante un poco nuestros conocimientos.
Comentario-violencia,T29_P405,b'it,"oj kwin ke tqa, tqa, tqa b'it+",Si pudieramos levantarlo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P2,en,neen moo xen pasar rka' kompayre pobre Ã³jor.+,Como fue el SUFrimiento de un compadre pobre antes.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P4,k'is,rka.. xk'isi' xk'isa' ranm laq mokb'em chaak.+,Se cansÃ³ se agotÃ³ su corazÃ³n de tanto trabajar de mozo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P4,k'is,rka.. xk'isi' xk'isa' ranm laq mokb'em chaak.+,Se cansÃ³ se agotÃ³ su corazÃ³n de tanto trabajar de mozo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P9,k'am,"Tons xk'am b'i jun litr kantin kesaltek,+",Entonces se llevÃ³ un litro de trago de cantina quetzalteca.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P13,cha',cha' re cha'.+,Le dijo a Ã©l dice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P18,'an,"Kont ta'an jun sant laj toq'ob' chuwe,+",Talvez usted me puede hacer un santo favor.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P27,ch'ek,"Jun ya inchaq b'ek ri ch'ekik wixiim chaq' jaa,+","Bueno ya me irÃ© a ganar mi maÃ­z en las casas dijo,"
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P38,ij,oro xij jkompayre re.+,"Ahora dijo el compadre al Ã©l,"
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P39,b'an,"Diyoos kompayre, b'an jun toq'ob' chuwe ombr,+",por dios compadre hÃ¡game el favor hombre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P41,che',tche'.+,Dijo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P45,ya',xya' re.+,Se lo diÃ³ a Ã©l.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P47,kol,i... jkumb' kolan jwi'l tambiyee.+,A defendido un su poco de remedio tambien.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P48,k'ol,Wi' awriyent k'olan jwi'l.+,Tiene aguardiente guardado.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P53,cha',tcha'.+,dijo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P54,tij,"Diyoos kompayre konta' tatij jun asik' pwes,+",Hay dios compadre no se come un su sigarro. (fumar sigaro)
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P55,cha',cha' re cha'.+,"Le dijo dice,"
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P56,tij,Ta' xtij+,"no comiÃ³, (no quiso fumar)"
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P57,k'ul,"ta' xk'ul tamb'iyeen,+",No quiso recibir tambien.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P61,en,Tose tose ruk' ree alg xen kib' ranm.+,Entonces Ã©l se hizo en dos su corazÃ³n.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P67,b'an,wet ti tab'an jun toq'ob' chuwe.+,Si me hiciera el favor.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P79,che',"tche' jkompayr rik re,+",Le dijo el compadre rico a Ã©l.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P91,koj,"Tons tinkoj na b'enam,+",Bueno entonces me irÃ©.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P92,cha',"ticha' kompayre pobre,+",Dijo el compadre pobre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P97,cha',"e... tcha' jkompayr pobr,+",Esta bien pues dijo el compadre pobre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P102,maj,"Xmaj b'i jun ra b'ee, jun ra suk'ul b'ee,+",AgarrÃ³ un caminito recto.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P113,che',"tche',+",Dijo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P118,en,"B'aa usil ya laq'ab' chaq, loke xen xe' wel chij man nim ab'aj.+","Baya poco a poco, como ya era de noche diÃ³ bueltas detras de piedra grande."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P123,cha',"Jicha' chijtaw,+",Derrepente cuando escuchÃ³.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P126,cha',"tcha' maq kib' kistiyan petzel taq,+",DecÃ­an esas dos personas que venÃ­an.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P138,uq,"Baay xuq, taq xe' ab'aj,+",Baya vinieron bajo la piedra.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P140,qe,"-A ljori nab'e taq qasaj reqan man jun,+",Ahora primero vamos a bajar la carga de uno.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P146,qa,"xqasaj taq nab'e reqa'n man jun kwa'y,+",Los bajamos primero la carga de un caballo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P149,qa,"Xqasaj taq chi rij maq kwa'y,+",Los bajarÃ³n de los caballos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P151,qe,"E xqasaj taq jun,+",Y bajarÃ³n una carga.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P152,qa,che' xqasaj taq reqa'n man jun.+,DigerÃ³n cuando bajarÃ³n la carga de uno.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P153,qa,Usil xqasaj taq chik reqa'n man jun.+,Y poco a poco bajarÃ³n la carga del otro.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P154,ok,I maq kwa'y li xoktqa' li chichjem.+,Y esos caballos enpezarÃ³n a comer.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P160,tor,"Tonse xtor taq man,+",entonces abrierÃ³n eso.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P166,che',tche' taq+,DecÃ­an ellos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P168,ta',"Ree biyeen xta' jcholajl,+",Ãl oyÃ³ bien la manera.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P169,grabar,"xkaj ne' grabar,+",Lo grabÃ³.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P171,tor,"Baay xtor rib' puwert chuchaq,+",Entonces se habriÃ³ la puerta delante de ellos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P176,ye',ruk' re' xij ye' taq jun kuxtar re chaq ladentr.+,"Entonces fuerÃ³n a dejar un costal, ellos adentro."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P177,e'l,Baay usil xe'l taq chich xqasaj taq chik.+,"Baya poco a poco salierÃ³n otra vez, bajarÃ³n otra vez."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P177,qa,Baay usil xe'l taq chich xqasaj taq chik.+,"Baya poco a poco salierÃ³n otra vez, bajarÃ³n otra vez."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P178,qa,"Si pwes qasal chaq eqa'n, jwi'laq,+",Si pues ya tenÃ­an bajado la carga.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P179,k'am,xk'am taq chik jun kuxtar xij ye' taq chik ladentr.+,LlevarÃ³n otro costal lo fuerÃ³n a dejar adentro.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P180,ya-,"Baay xkan yamaj jwi'laq ladentr,+",Baya despues de dejarlo adentro por ellos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P182,abre,I abre la...+,"Abre la,"
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P184,cha',"ticha' taq,+",DecÃ­an ellos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P189,cha',"tcha' puwert mism tqitz'itz' man puwert,+","Dice, la misma puerta rechinÃ³."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P190,tz'api,"per pur ab'aj xtz'apij rib',+",Pero de pura piedra se cierra.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P192,ya,Baay xkan yamaj li jwi'laq+,Baya despues de jarlo por ellos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P193,en,"xenjuwa'x jkolb'aq,+",ArreglarÃ³n sus lazos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P196,chaja,"Ajchajal jwi'l kompayre pobre,+",Estava cuidado todavÃ­a por el compadre pobre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P200,sach,"B'aay sach taq b'ik,+",Se perdierÃ³n despues.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P202,qej,"Tons re usil, xqejch b'aa ab'aj,+",Entonces Ã©l poco a poco se fue bajando sobre la piedra.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P204,qej,"xqejch b'aa ab'aj,+",Se bajÃ³ sobre la piedra.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P222,kuy,Taat kuy inmak+,SeÃ±or pedona mis pecados.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P224,b'an,rajka' ta' ta' inkwin chi b'anik trab'aj inbid.+,Talvez que yo no pueda trabajar en mi vda.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P226,ya',"per ajri' lori ya' chuwe taat,+",Pereo asta ahora dÃ©melo seÃ±or.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P228,cha',tcha'.+,Dice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P230,che',tiche' ab'aj re+,Le dijo la piedra.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P234,en,"usil rka' xen jun kitz orasiyon,+",Poco a poco hizo un poco de oraciÃ³n.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P243,ye',Taye' b'i aq'o chimb'+,Que me de la bendiciÃ³n.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P251,kuy,Olori taat kuy inmak.+,Ahora perdÃ³name mis pecados.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P256,cha',"tcha',+",Dijo dice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P258,te,"Xteb'a' rib' puwert chuch,+",Se habriÃ³ la puerta delante de Ã©l.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P261,cha',"Ta' ta' xcha' re,+",No no hay nada le dijo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P264,cha',I xcha' resajch jun re.+,Y escogiÃ³ se sacÃ³ uno para Ã©l.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P268,kir,tons titne' xkir jb'a kuxtar no.+,Enotonces ni siquiere desatÃ³ la boca del costa no.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P272,tus,k'is tusul kuxtar+,Estavan jateado los costales.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P277,siyere,"B'aay siyere el frijil chula,+","Baya cierre el friil chula,"
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P282,teb'a,xteb'a rib' chuch.+,Se abriÃ³ delante de Ã©l.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P285,tz'api,"Tons xtz'apij rib' ab'aj,+",Entonces se cerrÃ³ la piedra.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P287,che',"tche',+",Dijo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P290,wiqi,Rka' kan wiqili' jchoch jwi'l+,A dejado adornado su casa.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P291,wiq,kan wiqili' rchoch jwi'l.+,A dejado a dornado su casa.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P296,cha',tcha'.+,Dice que dijo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P298,cha',"tcha',+",Dice que dijo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P304,che',baa xta...w che'.+,Baya entonces llegÃ³ dice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P308,kun,Wi' kand ril chi resajch xkuni' chi resajch jun kuxtar+,Estava cuando viÃ³ sacÃ³ un costal.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P314,kuy,"taat kuy inmak. Inpetchina' xe' rqan aq'w,+","Padre perdÃ³name mis pecados, volverÃ© otra vez a tus pies y manos."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P320,koj,"Xkoj q'ab' reqa'n,+",Le puso mecapal a su carga.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P327,cha',"tcha' re rxÃ³qil,+",Le dijo a su esposa.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P333,q'ab'er,"ta' xatq'ab'erk,+",Â¿No te enbolastes?
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P334,cha',tcha' re cha'.+,Le dijo dice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P334,cha',tcha' re cha'.+,Le dijo dice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P336,che',"tche',+",Dijo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P340,b'it,"xb'itch xkub'er taq uch tiyoox,+",Se levantÃ³ se vino a sentarse delante del santo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P345,teb'a,Per ta' xteb'a taq re'.+,Pero no lo habierÃ³n entonces.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P346,teb'a,"Kuwand xaq tene' xtaw re la jaa, xteb'a taq,+",No solo cuando llegÃ³ en la casa lo habrieron.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P347,kir,xkir taq chib' rka' xkir taq jchi' kuxtar.+,"Lo desatarÃ³n sobre, desatarÃ³n la boca del costal."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P347,kir,xkir taq chib' rka' xkir taq jchi' kuxtar.+,"Lo desatarÃ³n sobre, desatarÃ³n la boca del costal."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P348,koj,"Noo xkoj taq na wen kandel deya ketzal,+",No tuvierÃ³n que poner candelas de a quetzal.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P363,sut,"Baay sut xen taq jun raj krus,+","Baya girarÃ³n el incesario, le hicierÃ³n una crucita."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P363,en,"Baay sut xen taq jun raj krus,+","Baya girarÃ³n el incesario, le hicierÃ³n una crucita."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P370,en,xen krus re chaq a'.+,HcierÃ³n una cruz.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P379,kuy,"Taat kuy qamak,+",PapÃ¡ perdona nuestro pecado.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P386,che',tche' tata'.+,DecÃ­a el seÃ±or.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P389,koj,"B'aay xkojmaj wen kandel diyaketzal jwilaq,+",Baya despues de haber quemado buenas candelas de a quetzal.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P392,siq,"Baay ruk're' siq taq,+",Baya despues lo oleÃ­ron.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P394,en,"Xen jwichaq siq taq rka' man kuxtar,+",Se persignaron y besarÃ³n los costales.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P394,siq,"Xen jwichaq siq taq rka' man kuxtar,+",Se persignaron y besarÃ³n los costales.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P397,kir,"b'aay ruk're' xkir taq jb'a,+",Baya entonces desataron el costal.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P403,suj,"Ka... usil sujsaj ulew,+",Poco a poco les fuerÃ³n ofreciendo tierra.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P404,taa,"xtaa jtakil ulew,+",Fue noticiando terrenos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P405,k'aya,"konta' ulew tk'ayajk rkompayre pobr,+",Talvez venden tierra compadre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P409,cha',"atcha' aat,+",Que dices tÃº.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P418,che',"tche' rkomayr pobr re,+",DecÃ­a la comadre pobre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P420,ch'ab'e,"Oor rkmayr rik, ta' xch'ab'ej .rjkompayr pobr,+",Ahora no hablÃ³ a su comadre rico.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P422,ch'ab'e,ta' xch'ab'ej li xtaw.+,No la hablÃ³ cuando llegÃ³.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P423,ch'ab'e,"Xaq kompayr rik xch'ab'ej li, xtaw.+",Solo el compadre rico hablÃ³ cuando llegÃ³.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P426,chomorsa,"B'aay ruk're' xchomsaj taq li,+",Baya entonces pensarÃ³n ellos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P428,en,"Yoos xen taq xchomsaj taq,+","Dios pensarÃ³n ellos, planearon ellos."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P428,chomorsa,"Yoos xen taq xchomsaj taq,+","Dios pensarÃ³n ellos, planearon ellos."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P429,j,neench q'iij laal tb'ijye' taq jun regal.+,En que dÃ­a van a dejar un regalo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P435,loq',"Si puwes xloq' taq ulew,+",Si pues compraron terreno.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P437,loq',I xloq' taq ulew+,Y comprarÃ³n terrenos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P438,loq',"xloq' taq kib',+",Y comprarÃ³n dos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P439,loq',"xloq' taq uxub',+",ComprarÃ³n tres.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P440,loq',"xloq' taq kijab',+",ComprarÃ³n cuantro.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P445,natun,re naj wi... keresir natuni' chrilikaq.+,"El estava lejos, quiere decir que los mira."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P447,loq',"Baay xloq' ulew,+",la santa tierra.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P449,loq',"xloq' wÃ¡kix,+",ComprÃ³ vacas.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P451,loq',"Xloq' kwa'y,+",ComprÃ³ caballos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P453,loq',"xloq' xloq' kirner,+",Compro comprÃ³ chivos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P453,loq',"xloq' xloq' kirner,+",Compro comprÃ³ chivos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P455,loq',"xloq' aaq,+",ComprÃ³ cerdos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P457,loq',"I xloq' ajtzoo',+",ComprÃ³ chompipes.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P460,loq',taq ra eek' juntir xloq'.+,Los pollitos de todo comprÃ³.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P463,tij,"Jun junab' xtij rka' man kompayr rik,+",Un aÃ±o estubo el compadre rico.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P469,k'am,Tons xk'amch jun litr awriyent kantin.+,Entonces se trajo un litro de cantina.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P470,k'am,I xk'amch jun kajetiy sik' mism.+,Y se trajo un cajetilla de cigarro.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P472,ch'ab'e,"xok chi xok chij ch'ab'ej jkompayir pobre,+",EmpezÃ³ a hablarle a su compadre pobre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P479,cha',cha' re cha'.+,Le dijo dice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P483,trat,"Ta'an trat rka' jurub' k'am chaak uk'il,+",Que hces trato de cuantas cuerdas de trabajo con migo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P485,ch'ab'ee,"Mejor b'in ch'ab'ej na,+",Mejor irÃ© a hablarle.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P486,il,"porke ilb'ali jun kintal ixiim jk'as uk'il,+","Por ya ve, un quintal de maÃ­z que me debe."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P487,taq,"xtaq qe jyiki iin,+",Solo mandÃ³ a dejarlo y yo. *
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P493,cha',"tche',+",Dijodice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P495,cha',"tcha' kompayr pobr,+",Dijo el compadre pobre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P502,cha',tcha' re cha'.+,Le dijo dice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P502,cha',tcha' re cha'.+,Le dijo dice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P503,cha',"Tcha' kompayr rik re kompayr pobr,+",Le dijo el compadre rico al compadre pobre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P505,k'om,"Diyoos kompayr woni' rtzil awanm k'omol awi'l,+",Ay dios compadre si usted tiene la buena voluntad.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P512,cha',"tcha' jkompayr rik re,+",Le dijo su compadre rico a Ã©l.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P517,cha',"tcha' kompayr rik,+",Dijo el compadre rico.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P528,tij,"xtij nab'e trag rka' jkompayre pobr,+",Se tomÃ³ el primer trago el compadre pobre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P534,tzaq,"Per rik'uli wee ta ta tzaq awe,+",Pero eso sÃ­ si usted no se hecha sus tragos.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P536,cha',cha' re cha'.+,Le dijo dice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P538,cha',tcha' jkompayr riko.+,Dijo el compadre rico.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P546,raj,"tren ri' raj re tren komo xen,+","Ãl hace quiere hacer, como hizÃ³."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P546,en,"tren ri' raj re tren komo xen,+","Ãl hace quiere hacer, como hizÃ³."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P547,ta',"komo... ne moo xta' rka' jswert jportun jkompayr pobr,+",En la forma que encontrÃ³ la fortuna su compadre pobre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P555,cha',"ta' tijtij juwert, cha'.+",Ãl no tomava mucho dice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P557,ye',"kosol laq chaak xye' gan re xtij jurub' k'omol jwi'l jkompayr rik,+",Cansado en el trabajo a Ã©l le dieron ganas de tomar cuanto llevaba el compadre rico.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P557,tij,"kosol laq chaak xye' gan re xtij jurub' k'omol jwi'l jkompayr rik,+",Cansado en el trabajo a Ã©l le dieron ganas de tomar cuanto llevaba el compadre rico.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P557,k'om,"kosol laq chaak xye' gan re xtij jurub' k'omol jwi'l jkompayr rik,+",Cansado en el trabajo a Ã©l le dieron ganas de tomar cuanto llevaba el compadre rico.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P566,miq',"ya chaq miq'in ya chaq miq'ow re,+",Y Ã©l tambien ya estava calenton.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P579,trab'ajar,"xa'an, xab'an trab'ajar abid.+","Lo que hizo, hizo trabajar su vida."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P582,cha',"tcha' man kompayr rik re jkompayr pobr,+",Le dijo el compadre rico a su compadre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P586,waaj,"Jit chuwaj iin pwes xinb'ij iin la jwanm,+","Pues yo querÃ­a, yo dije en mi alma."
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P588,k'am,"I no palt Diyoos xk'am b'i inb'ee,+",Y no falta la ayuda de dios que me guillo.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P591,cha',cha' re cha'.+,Le dijo dice.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P596,cha',"tcha' kompayr rik re kompayr pobr,+",Le dijo el compadre rico al compadre pobre.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P610,tij,Baay usil xtij taq chik jun trag.+,Baya poco a poco se hecharÃ³n el otro trago.
"Loq'-May-B'iyoom, Loq'-May-Meb'a'",T25_P627,k'am,"Petzel kib' kistiyan k'omol kib' kwa'y jwi'laq,+",VenÃ­an dos personas que traÃ­an dos caballos.
